puzzle_id,seconds_spent_solving,author,editor,format_type,print_date,publish_type,title,version,percent_filled,solved,star,day
9848,83.0,Joel Fagliano,,Normal,2015-03-16,Mini,,8,100,True,,Monday
9846,68.0,Joel Fagliano,,Normal,2015-03-17,Mini,,5,100,True,,Tuesday
9849,95.0,Joel Fagliano,,Normal,2015-03-18,Mini,,4,100,True,,Wednesday
9851,30.0,Joel Fagliano,,Normal,2015-03-19,Mini,,5,100,True,,Thursday
9852,99.0,Joel Fagliano,,Normal,2015-03-20,Mini,,3,100,True,,Friday
9853,150.0,Joel Fagliano,,Normal,2015-03-21,Mini,,5,100,True,,Saturday
9857,110.0,Joel Fagliano,,Normal,2015-03-22,Mini,,4,100,True,,Sunday
9858,82.0,Joel Fagliano,,Normal,2015-03-23,Mini,,3,100,True,,Monday
9859,88.0,Joel Fagliano,,Normal,2015-03-24,Mini,,4,100,True,,Tuesday
9860,39.0,Joel Fagliano,,Normal,2015-03-25,Mini,,3,100,True,,Wednesday
9868,91.0,Joel Fagliano,,Normal,2015-03-26,Mini,,4,100,True,,Thursday
9869,84.0,Joel Fagliano,,Normal,2015-03-27,Mini,,4,100,True,,Friday
9870,111.0,Joel Fagliano,,Normal,2015-03-28,Mini,,6,100,True,,Saturday
9871,88.0,Joel Fagliano,,Normal,2015-03-29,Mini,,4,100,True,,Sunday
9882,45.0,Joel Fagliano,,Normal,2015-03-30,Mini,,3,100,True,,Monday
9881,104.0,Joel Fagliano,,Normal,2015-03-31,Mini,,3,100,True,,Tuesday
9883,126.0,Joel Fagliano,,Normal,2015-04-01,Mini,,3,100,True,,Wednesday
9884,63.0,Joel Fagliano,,Normal,2015-04-02,Mini,,7,100,True,,Thursday
9886,109.0,Joel Fagliano,,Normal,2015-04-03,Mini,,3,100,True,,Friday
9888,74.0,Joel Fagliano,,Normal,2015-04-04,Mini,,4,100,True,,Saturday
9885,94.0,Joel Fagliano,,Normal,2015-04-05,Mini,,4,100,True,,Sunday
9889,70.0,Joel Fagliano,,Normal,2015-04-06,Mini,,8,100,True,,Monday
9890,122.0,Joel Fagliano,,Normal,2015-04-07,Mini,,3,100,True,,Tuesday
9902,43.0,Joel Fagliano,,Normal,2015-04-08,Mini,,7,100,True,,Wednesday
9900,112.0,Joel Fagliano,,Normal,2015-04-09,Mini,,5,100,True,,Thursday
9901,89.0,Joel Fagliano,,Normal,2015-04-10,Mini,,6,100,True,,Friday
9903,101.0,Joel Fagliano,,Normal,2015-04-11,Mini,,3,100,True,,Saturday
9904,73.0,Joel Fagliano,,Normal,2015-04-12,Mini,,4,100,True,,Sunday
9905,143.0,Joel Fagliano,,Normal,2015-04-13,Mini,,6,100,True,,Monday
9916,53.0,Joel Fagliano,,Normal,2015-04-14,Mini,,3,100,True,,Tuesday
9917,112.0,Joel Fagliano,,Normal,2015-04-15,Mini,,3,100,True,,Wednesday
9918,104.0,Joel Fagliano,,Normal,2015-04-16,Mini,,3,100,True,,Thursday
9919,152.0,Joel Fagliano,,Normal,2015-04-17,Mini,,3,100,True,,Friday
9922,104.0,Joel Fagliano,,Normal,2015-04-18,Mini,,5,100,True,,Saturday
9924,169.0,Joel Fagliano,,Normal,2015-04-19,Mini,,3,100,True,,Sunday
9923,103.0,Joel Fagliano,,Normal,2015-04-20,Mini,,5,100,True,,Monday
9938,88.0,Joel Fagliano,,Normal,2015-04-21,Mini,,4,100,True,,Tuesday
9936,69.0,Joel Fagliano,,Normal,2015-04-22,Mini,,6,100,True,,Wednesday
9939,96.0,Joel Fagliano,,Normal,2015-04-23,Mini,,4,100,True,,Thursday
9937,108.0,Joel Fagliano,,Normal,2015-04-24,Mini,,7,100,True,,Friday
9935,53.0,Joel Fagliano,,Normal,2015-04-25,Mini,,4,100,True,,Saturday
9933,60.0,Joel Fagliano,,Normal,2015-04-26,Mini,,3,100,True,,Sunday
9934,44.0,Joel Fagliano,,Normal,2015-04-27,Mini,,4,100,True,,Monday
9952,111.0,Joel Fagliano,,Normal,2015-04-28,Mini,,5,100,True,,Tuesday
9953,145.0,Joel Fagliano,,Normal,2015-04-29,Mini,,3,100,True,,Wednesday
9951,41.0,Joel Fagliano,,Normal,2015-04-30,Mini,,3,100,True,,Thursday
9956,88.0,Joel Fagliano,,Normal,2015-05-01,Mini,,3,100,True,,Friday
9954,146.0,Joel Fagliano,,Normal,2015-05-02,Mini,,5,100,True,,Saturday
9955,128.0,Joel Fagliano,,Normal,2015-05-03,Mini,,3,100,True,,Sunday
9971,79.0,Joel Fagliano,,Normal,2015-05-04,Mini,,3,100,True,,Monday
9972,56.0,Joel Fagliano,,Normal,2015-05-05,Mini,,3,100,True,,Tuesday
9973,158.0,Joel Fagliano,,Normal,2015-05-06,Mini,,3,100,True,,Wednesday
9974,51.0,Joel Fagliano,,Normal,2015-05-07,Mini,,4,100,True,,Thursday
9977,67.0,Joel Fagliano,,Normal,2015-05-08,Mini,,4,100,True,,Friday
9976,55.0,Joel Fagliano,,Normal,2015-05-09,Mini,,3,100,True,,Saturday
9978,105.0,Joel Fagliano,,Normal,2015-05-10,Mini,,3,100,True,,Sunday
9988,52.0,Joel Fagliano,,Normal,2015-05-11,Mini,,4,100,True,,Monday
9989,73.0,Joel Fagliano,,Normal,2015-05-12,Mini,,3,100,True,,Tuesday
9990,131.0,Joel Fagliano,,Normal,2015-05-13,Mini,,3,100,True,,Wednesday
9991,176.0,Joel Fagliano,,Normal,2015-05-14,Mini,,4,100,True,,Thursday
9992,194.0,Joel Fagliano,,Normal,2015-05-15,Mini,,3,100,True,,Friday
9993,120.0,Joel Fagliano,,Normal,2015-05-16,Mini,,3,100,True,,Saturday
10005,264.0,Joel Fagliano,,Normal,2015-05-17,Mini,,3,100,True,,Sunday
10008,101.0,Joel Fagliano,,Normal,2015-05-18,Mini,,3,100,True,,Monday
10007,34.0,Joel Fagliano,,Normal,2015-05-19,Mini,,4,100,True,,Tuesday
10006,261.0,Joel Fagliano,,Normal,2015-05-20,Mini,,3,100,True,,Wednesday
10009,81.0,Joel Fagliano,,Normal,2015-05-21,Mini,,3,100,True,,Thursday
10014,175.0,Joel Fagliano,,Normal,2015-05-22,Mini,,3,100,True,,Friday
10012,84.0,Joel Fagliano,,Normal,2015-05-23,Mini,,3,100,True,,Saturday
10013,34.0,Joel Fagliano,,Normal,2015-05-24,Mini,,3,100,True,,Sunday
10011,69.0,Joel Fagliano,,Normal,2015-05-25,Mini,,4,100,True,,Monday
10010,114.0,Joel Fagliano,,Normal,2015-05-26,Mini,,3,100,True,,Tuesday
10034,82.0,Joel Fagliano,,Normal,2015-05-27,Mini,,3,100,True,,Wednesday
10026,211.0,Joel Fagliano,,Normal,2015-05-28,Mini,,3,100,True,,Thursday
10027,89.0,Joel Fagliano,,Normal,2015-05-29,Mini,,4,100,True,,Friday
10028,31.0,Joel Fagliano,,Normal,2015-05-30,Mini,,3,100,True,,Saturday
10029,76.0,Joel Fagliano,,Normal,2015-05-31,Mini,,7,100,True,,Sunday
10042,78.0,Joel Fagliano,,Normal,2015-06-01,Mini,,3,100,True,,Monday
10043,91.0,Joel Fagliano,,Normal,2015-06-02,Mini,,3,100,True,,Tuesday
10048,57.0,Joel Fagliano,,Normal,2015-06-03,Mini,,3,100,True,,Wednesday
10045,110.0,Joel Fagliano,,Normal,2015-06-04,Mini,,5,100,True,,Thursday
10046,135.0,Joel Fagliano,,Normal,2015-06-05,Mini,,7,100,True,,Friday
10047,66.0,Joel Fagliano,,Normal,2015-06-06,Mini,,5,100,True,,Saturday
10067,109.0,Joel Fagliano,,Normal,2015-06-07,Mini,,3,100,True,,Sunday
10066,35.0,Joel Fagliano,,Normal,2015-06-08,Mini,,3,100,True,,Monday
10070,68.0,Joel Fagliano,,Normal,2015-06-09,Mini,,7,100,True,,Tuesday
10069,81.0,Joel Fagliano,,Normal,2015-06-10,Mini,,3,100,True,,Wednesday
10068,76.0,Joel Fagliano,,Normal,2015-06-11,Mini,,3,100,True,,Thursday
10065,51.0,Joel Fagliano,,Normal,2015-06-12,Mini,,3,100,True,,Friday
10081,89.0,Joel Fagliano,,Normal,2015-06-13,Mini,,3,100,True,,Saturday
10082,109.0,Joel Fagliano,,Normal,2015-06-14,Mini,,5,100,True,,Sunday
10086,84.0,Joel Fagliano,,Normal,2015-06-15,Mini,,3,100,True,,Monday
10085,97.0,Joel Fagliano,,Normal,2015-06-16,Mini,,3,100,True,,Tuesday
10083,106.0,Joel Fagliano,,Normal,2015-06-17,Mini,,3,100,True,,Wednesday
10084,108.0,Joel Fagliano,,Normal,2015-06-18,Mini,,3,100,True,,Thursday
10087,102.0,Joel Fagliano,,Normal,2015-06-19,Mini,,3,100,True,,Friday
10090,95.0,Joel Fagliano,,Normal,2015-06-20,Mini,,3,100,True,,Saturday
